['Dr. Reshma Phulwar', '11', 'Dentist', '300', '96% ', 'Chembur', 'Mumbai']
['Dr. Ramesh Miglani', '8', 'Dentist', '500', '67% ', 'Itwari', 'Gorakhpur']
['Dr. D M Saraf', '13', 'Dermatologist', '300', '100% ', 'Gokulpeth', 'Gorakhpur']
['Dr. Girish Chhabrani', '14', 'Homoeopath', '500', '100% ', 'Gandhibagh', 'Gorakhpur']
['Dr. Sailee Joshi', '12', 'Ayurveda', '500', '99% ', 'Bajaj Nagar', 'Gorakhpur']
['Dr. Megha Kapadia Kothari', '26', 'Dentist', '350', '100% ', 'Abhyankar Nagar', 'Gorakhpur']
['Dr. Priti Taori', '7', 'Dermatologist', '1000', '100% ', 'Shankar Nagar', 'Gorakhpur']
['Dr. Sangeeta Madnani', '18', 'Homoeopath', '1500', '99% ', 'Byramji Town', 'Gorakhpur']
['Dr. Monika Chandak', '12', 'Ayurveda', '1500', '100% ', 'Ramdaspeth', 'Gorakhpur']
['Dr. Harish Rathi', '33', 'Dentist', '750', '94% ', 'Sadar', 'Gorakhpur']
['Dr. Sapna Chachada', '18', 'Dermatologist', '1500', '96% ', 'Gandhibagh', 'Gorakhpur']
['Dr. A Chachada', '23', 'Homoeopath', '1500', '100% ', 'Gandhibagh', 'Gorakhpur']
['Dr. Nikhalesh Nilawar', '13', 'Ayurveda', '2000', '99% ', 'Dharampeth', 'Gorakhpur']
['Dr. Pranita Daware Dhillon', '22', 'Dentist', '1000', '80% ', 'Somalwada', 'Gorakhpur']
['Dr. Amit Nikam', '13', 'Dermatologist', '1000', '100% ', 'Narendra Nagar', 'Gorakhpur']
['Dr. Ashutosh Mehta', '12', 'Homoeopath', '1200', '90% ', 'Indora', 'Gorakhpur']
['Dr. Sandip Mahavirprasad Agrawal', '19', 'Ayurveda', '1500', '100% ', 'Ramdaspeth', 'Gorakhpur']
['Dr. Ritu Saoji', '17', 'Dentist', '1500', '100% ', 'Central Avenue Road', 'Gorakhpur']
['Dr. Rajshree Chaudhari', '11', 'Dermatologist', '500', '100% ', 'Sitabuldi', 'Gorakhpur']
['Dr. Yogendra Rathod', '21', 'Homoeopath', '2000', '100% ', 'Hingna', 'Gorakhpur']
['Dr. Mohan Shendre', '19', 'Ayurveda', '3000', '90% ', 'Ajni', 'Gorakhpur']
['Dr. Archana Chaudhari', '36', 'Dentist', '800', '100% ', 'Dharampeth', 'Gorakhpur']
['Dr. Nelee Choudhary', '12', 'Dermatologist', '3000', '85% ', 'Dhantoli', 'Gorakhpur']
['Dr. Hema N Dhoble Sable', '12', 'Homoeopath', '2500', '67% ', 'Godhni', 'Gorakhpur']
['Dr. Rajesh Murkute', '13', 'Ayurveda', '1000', '88% ', 'Dr.Ambedkar Marg', 'Gorakhpur']
['Dr. S M Marwadkar', '34', 'Dentist', '2500', '100% ', 'Kharbi', 'Gorakhpur']
['Dr. Ashfaque Khan', '13', 'Dermatologist', '300', '100% ', 'Mankapur', 'Gorakhpur']
['Dr. Madhao Dange', '37', 'Homoeopath', '500', '92% ', 'Ajni', 'Gorakhpur']
['Dr. Abdequaem MH Chimthanawala', '14', 'Ayurveda', '400', '100% ', 'Sitabuldi', 'Gorakhpur']
['Dr. Shishir Palsapure', '14', 'Dentist', '750', '89% ', 'Dharampeth', 'Gorakhpur']
['Dr. Mukesh Dipani', '8', 'Dermatologist', '400', '94% ', 'Dharampeth', 'Gorakhpur']
['Dr. Ismail. A. Vanjara', '22', 'Homoeopath', '1000', '100% ', 'Itwari', 'Gorakhpur']
['Dr. Ranjana Batra', '22', 'Ayurveda', '400', '95% ', 'Azamshah Layout', 'Gorakhpur']
['Dr. Prashil Pradiprao Junankar', '19', 'Dentist', '200', '100% ', 'Laxmi Nagar', 'Gorakhpur']
['Dr. Abhijit Dande', '39', 'Dermatologist', '300', '96% ', 'Dhantoli', 'Gorakhpur']
['Dr. Amol Bhandarwar', '11', 'Homoeopath', '300', '95% ', 'Jaiprakash Nagar', 'Gorakhpur']
['Dr. Ashutosh Tiwari', '28', 'Ayurveda', '500', '96% ', 'Medical College', 'Gorakhpur']
['Dr. Ishwar Pathrabe', '13', 'Dentist', '300', '100% ', 'Medical College', 'Guntur']
['Dr. U. N. Gajbhiye', '41', 'Dermatologist', '700', '100% ', 'Manewada Road', 'Guntur']
['Dr. Veena Panchbhai', '12', 'Homoeopath', '500', '97% ', 'Kharbi', 'Guntur']
['Dr. Dinesh Khobragade', '14', 'Ayurveda', '300', '99% ', 'Azamshah Layout', 'Guntur']
['Dr. Shailendra Agrawal', '21', 'Dentist', '400', '95% ', 'Panchsheel Nagar', 'Guntur']
['Dr. Piyush wankhede', '13', 'Dermatologist', '300', '100% ', 'Dharampeth', 'Guntur']
['Dr. Chaitanya Varangaonkar', '12', 'Homoeopath', '500', '100% ', 'Dharampeth', 'Guntur']
['Dr. Manasi Varangaonkar', '14', 'Ayurveda', '1000', '100% ', 'Dharampeth', 'Guntur']
['Dr. Rashmi Nilawar', '25', 'Dentist', '200', '100% ', 'Dharampeth', 'Guntur']
['Dr. Purva Chaudhari Yelne', '11', 'Dermatologist', '500', '100% ', 'Central Avenue Road', 'Guntur']
['Dr. Rathi Shweta Tejmal', '25', 'Homoeopath', '500', '100% ', 'Ramdaspeth', 'Guntur']
['Dr. Ankita Gupta', '15', 'Ayurveda', '500', '100% ', 'Dharampeth', 'Guntur']
['Dr. Aarti Mohta', '13', 'Dentist', '1500', '100% ', 'Dhantoli', 'Guntur']
['Dr. Nikesh Gehani', '16', 'Dermatologist', '1000', '99% ', 'Katolroad', 'Guntur']
['Dr. Shivani Deshmukh Mundle', '12', 'Homoeopath', '800', '98% ', 'Ramdaspeth', 'Guntur']
['Dr. Apurv Mamidwar', '13', 'Ayurveda', '1000', '89% ', 'Khamla', 'Guntur']
['Dr. Gitika Patni', '13', 'Dentist', '1000', '93% ', 'Nandavan Colony', 'Guntur']
['Dr. Sheetal Manik Katampalle', '13', 'Dermatologist', '1000', '100% ', 'Ravi Nagar', 'Guntur']
['Dr. Anand Gadewar', '24', 'Homoeopath', '1000', '100% ', 'Gandhibagh', 'Guntur']
['Dr. Smita Araspure', '17', 'Ayurveda', '1200', '98% ', 'Nandavan Colony', 'Guntur']
['Dr. Pranjal Lodha', '18', 'Dentist', '800', '100% ', 'Bagadganj', 'Guntur']
['Dr. Mehboob M K Chimthanawala', '23', 'Dermatologist', '700', '100% ', 'Itwari', 'Guntur']
['Dr. Sanjay Itankar', '10', 'Homoeopath', '700', '96% ', 'Wardhaman Nagar', 'Guntur']
['Dr. Rasika A Wankhede', '11', 'Ayurveda', '450', '92% ', 'Wadi', 'Guntur']
['Dr. S. M. Thakre', '37', 'Dentist', '450', '99% ', 'Nandavan Colony', 'Guntur']
['Dr. Swapnil S. Ghaywat', '11', 'Dermatologist', '450', '100% ', 'Khamla', 'Guntur']
['Dr. Pravin Parakh', '12', 'Homoeopath', '450', '98% ', 'Azamshah Layout', 'Guntur']
['Dr. Mirza Aslam', '13', 'Ayurveda', '700', '89% ', 'Jafar Nagar', 'Guntur']
['Dr. P. N. Kinkar', '41', 'Dentist', '450', '100% ', 'Manewada Road', 'Guntur']
['Dr. Deepak Thadani', '24', 'Dermatologist', '450', '100% ', 'Nandavan Colony', 'Guntur']
['Dr. Kishor Bodhakar', '53', 'Homoeopath', '1200', '93% ', 'Nandavan Colony', 'Guntur']
['Dr. Pradip Khawase', '21', 'Ayurveda', '800', '89% ', 'Kharbi', 'Guntur']
['Dr. Pankaj Jogi', '24', 'Dentist', '800', '88% ', 'Dharampeth', 'Guntur']
['Dr. Anurup Bansod', '15', 'Dermatologist', '1000', '100% ', 'Narsala', 'Guntur']
['Dr. Sanket Patil', '19', 'Homoeopath', '2000', '95% ', 'Itwari', 'Guntur']
['Dr. Nilesh Narkhed', '24', 'Ayurveda', '700', '100% ', 'Mhalgi Nagar', 'Guntur']
['Dr. Om Somankar', '23', 'Dentist', '299', '100% ', 'Itwari', 'Amravati']
['Dr. Kirti Itankar', '24', 'Dermatologist', '400', '50% ', 'Manewada Road', 'Amravati']
['Dr. Riddhi Rathi', '18', 'Homoeopath', '299', '40% ', 'Ramdaspeth', 'Amravati']
['Dr. Kunal Shet', '33', 'Ayurveda', '1500', '100% ', 'Ramdaspeth', 'Amravati']
['Dr. Aditya Gandre', '14', 'Dentist', '600', '100% ', 'Shradhananpeth', 'Amravati']
['Dr. Asmita Bankar', '21', 'Dermatologist', '500', '100% ', 'Dr.Ambedkar Marg', 'Amravati']
['Dr. Prabha Bhonde', '40', 'Homoeopath', '200', '100% ', 'Reshim Bagh', 'Amravati']
['Dr. Janhavi Raghute', '26', 'Ayurveda', '500', '100% ', 'Manish Nagar', 'Amravati']
['Dr. Kapil Buddhe', '34', 'Dentist', '500', '100% ', 'Jaiprakash Nagar', 'Amravati']
['Dr. Nilesh Wadibhasme', '16', 'Dermatologist', '500', '100% ', 'Narsala', 'Amravati']
['Dr. Sarang V.Raiter', '34', 'Homoeopath', '750', '100% ', 'Manewada', 'Amravati']
['Dr. Kamlesh Powale', '16', 'Ayurveda', '200', '100% ', 'Nandavan Colony', 'Amravati']
['Dr. Lalit Agarwal', '30', 'Dentist', '1500', '100% ', 'Azamshah Layout', 'Amravati']
['Dr. Pallavi Kale', '13', 'Dermatologist', '500', '100% ', 'Rameshwari', 'Amravati']
['Dr. Ajit Lad', '12', 'Homoeopath', '800', '100% ', 'Itwari', 'Amravati']
['Dr. Sarang J Deshpande', '10', 'Ayurveda', '2000', '100% ', 'Wardhaman Nagar', 'Amravati']
['Dr. Avinash Funde', '9', 'Dentist', '900', '75% ', 'Manewada Road', 'Amravati']
['Dr. Mahesh Bhoware', '9', 'Dermatologist', '800', '100% ', 'Manewada Road', 'Amravati']
['Dr. Arun Shirbhate', '13', 'Homoeopath', '900', '100% ', 'Wardhaman Nagar', 'Amravati']
['Dr. Gopal Kohale', '30', 'Ayurveda', '1000', '50% ', 'Manewada Road', 'Amravati']
['Dr. Sanjay Adgaonkar', '10', 'Dentist', '1300', '100% ', 'Laxmi Nagar', 'Amravati']
['Dr. Virendra K Shah', '14', 'Dermatologist', '1000', '50% ', 'Itwari', 'Amravati']
['Dr. Megha Jagtap', '13', 'Homoeopath', '1000', '100% ', 'Ranapratap Nagar', 'Amravati']
['Dr. Mukund Dabhade', '24', 'Ayurveda', '1000', '96% ', 'Nandavan Colony', 'Amravati']
['Dr. Namrata Kewate', '36', 'Dentist', '1000', '99% ', 'Nandavan Colony', 'Amravati']
['Dr. Syed Ilyas', '23', 'Dermatologist', '700', '99% ', 'Taj Bagh', 'Amravati']
['Dr. Jaya V Shivhare', '14', 'Homoeopath', '450', '99% ', 'Trimurti Nagar', 'Amravati']
['Dr. Abhay Narkhede', '18', 'Ayurveda', '1500', '100% ', 'Narendra Nagar', 'Amravati']
['Dr. Vaishali Samarth', '18', 'Dentist', '1700', '50% ', 'Nandavan Colony', 'Amravati']
['Dr. Yogita N Taywade', '41', 'Dermatologist', '500', '100% ', 'Manish Nagar', 'Amravati']
['Dr. Rupesh Bhiwgade', '14', 'Homoeopath', '1000', '97% ', 'Nandavan Colony', 'Amravati']
['Dr. Sneha Mundada', '12', 'Ayurveda', '800', '97% ', 'Vivekanand Nagar', 'Amravati']
['Dr. Vivek kamble', '17', 'Dentist', '1200', '83% ', 'Rameshwari', 'Amravati']
['Dr. Bhushan Alone', '20', 'Dermatologist', '600', '100% ', 'Wardhaman Nagar', 'Amravati']
['Dr. Abhay Ganar', '13', 'Homoeopath', '500', '81% ', 'Manewada Road', 'Amravati']
['Dr. Sagar Dharmik', '18', 'Ayurveda', '800', '97% ', 'Dighori Naka', 'Amravati']
['Dr. Ashwini Deoghare', '34', 'Dentist', '300', '100% ', 'Medical College', 'Bikaner']
['Dr. Swapnil Jagdish Tiwari', '39', 'Dermatologist', '500', '90% ', 'Sakkardara', 'Bikaner']
['Dr. Nitin Kanholkar', '25', 'Homoeopath', '1000', '83% ', 'Ayodhya Nagar', 'Bikaner']
['Dr. Manoj Kukade', '18', 'Ayurveda', '300', '100% ', 'Manewada Road', 'Bikaner']
['Dr. Rupesh Sri Gopal', '20', 'Dentist', '300', '86% ', 'Dighori Naka', 'Bikaner']
['Dr. Sachin Devhare', '15', 'Dermatologist', '1500', '94% ', 'Manewada Road', 'Bikaner']
['Dr. Abhishek Gupta', '31', 'Homoeopath', '700', '90% ', 'Ganeshpeth Colony', 'Bikaner']
['Dr. Anita Jawade', '7', 'Ayurveda', '250', '99% ', 'Laxmi Nagar', 'Bikaner']
['Dr. Ajay Kale', '21', 'Dentist', '300', '94% ', 'Mahal', 'Bikaner']
['Dr. Rahul Kshirsagar', '28', 'Dermatologist', '700', '100% ', 'Mahal', 'Bikaner']
['Dr. Umesh Ramteke', '14', 'Homoeopath', '500', '100% ', 'Manewada Road', 'Bikaner']
['Dr. Fatema Chimthanawala', '16', 'Ayurveda', '500', '99% ', 'Itwari', 'Bikaner']
['Dr. Rajesh Kale', '28', 'Dentist', '600', '99% ', 'Manewada Road', 'Bikaner']
['Dr. Devendra Fulzele', '36', 'Dermatologist', '500', '99% ', 'Ajni', 'Bikaner']
['Dr. Shripad Futane', '45', 'Homoeopath', '500', '100% ', 'Manewada Road', 'Bikaner']
['Dr. Ashish Manapure', '12', 'Ayurveda', '700', '100% ', 'Manewada Road', 'Bikaner']
['Dr. Pradeep Totade', '9', 'Dentist', '500', '100% ', 'Jafar Nagar', 'Bikaner']
['Dr. Akshay Chandore', '23', 'Dermatologist', '500', '75% ', 'Manish Nagar', 'Bikaner']
['Dr. Abhilash Eklare', '24', 'Homoeopath', '500', '83% ', 'Manewada Road', 'Bikaner']
['Dr. Swanand Joshi', '12', 'Ayurveda', '1000', '100% ', 'Wardha Road', 'Bikaner']
['Dr. Sumit Choudhari', '10', 'Dentist', '850', '100% ', 'Ayodhya Nagar', 'Bikaner']
['Dr. Sandeep Wagh', '10', 'Dermatologist', '800', '83% ', 'Abhyankar Nagar', 'Bikaner']
['Dr. Amol B. Chawdary', '7', 'Homoeopath', '800', '60% ', 'Dighori Naka', 'Bikaner']
['Dr. Samir Girde', '13', 'Ayurveda', '800', '57% ', 'Gokulpeth', 'Bikaner']
['Dr. Sarang Dandekar', '21', 'Dentist', '800', '100% ', 'Wardhaman Nagar', 'Bikaner']
['Dr. Sagar Margade', '11', 'Dermatologist', '700', '67% ', 'Manewada Road', 'Bikaner']
['Dr. Mukund Karhade', '11', 'Homoeopath', '1000', '100% ', 'Manewada Road', 'Bikaner']
['Dr. Swapnil Bhatkule', '42', 'Ayurveda', '800', '97% ', 'Manewada Road', 'Bikaner']
['Dr. Suraj Sawarkar', '14', 'Dentist', '850', '98% ', 'Azamshah Layout', 'Bikaner']
['Dr. Vikram Gaikwad', '35', 'Dermatologist', '500', '87% ', 'Manewada Road', 'Bikaner']
['Dr. Narendra Ninave', '8', 'Homoeopath', '450', '100% ', 'Prem Nagar', 'Bikaner']
['Dr. Rajkannya Hemant Chandewar', '12', 'Ayurveda', '2200', '100% ', 'Medical College', 'Bikaner']
['Dr. Dilip Mowade', '13', 'Dentist', '1500', '87% ', 'Dighori Naka', 'Bikaner']
['Dr. Sujit Birewar', '8', 'Dermatologist', '700', '98% ', 'Gittikhadan', 'Bikaner']
['Dr. Rameshwar Jadhav', '14', 'Homoeopath', '700', '96% ', 'Manewada Road', 'Bikaner']
['Dr. Mohammad Seraj Ansari', '12', 'Ayurveda', '1000', '99% ', 'Kalmna Market Yard', 'Bikaner']
['Dr. Aparna Deshpande (Sadachar)', '12', 'Dentist', '750', '100% ', 'Trimurti Nagar', 'Noida']
['Dr. Shrikant Shrikhande', '18', 'Dermatologist', '1200', '97% ', 'Manewada Road', 'Noida']
['Dr. Mangesh Borkar', '19', 'Homoeopath', '1500', '90% ', 'Manish Nagar', 'Noida']
['Dr. Poonam Dixit', '7', 'Ayurveda', '300', '97% ', 'Congress Nagar', 'Noida']
['Dr. Pradip M Adhav', '13', 'Dentist', '299', '99% ', 'Manewada Road', 'Noida']
['Dr. Meghna Shah', '22', 'Dermatologist', '300', '94% ', 'Itwari', 'Noida']
['Dr. Dnyaneshwar Papadkar', '15', 'Homoeopath', '2000', '75% ', 'Ravi Nagar', 'Noida']
['Dr. Sweety Ramteke', '18', 'Ayurveda', '800', '97% ', 'Kamgar Nagar', 'Noida']
['Dr. Roshni Gajbhiye', '33', 'Dentist', '300', '68% ', 'Manewada Road', 'Noida']
['Dr. Aarti Vairagade', '17', 'Dermatologist', '250', '100% ', 'Manewada Road', 'Noida']
['Dr. Shubham Jaiswal', '15', 'Homoeopath', '1000', '97% ', 'Vivekanand Nagar', 'Noida']
['Dr. Shahin Qureshi', '25', 'Ayurveda', '1000', '98% ', 'Borgaon Road', 'Noida']
['Dr. Payal Basani', '12', 'Dentist', '600', '100% ', 'Mahal', 'Noida']
['Dr. Sonali Padole', '9', 'Dermatologist', '300', '94% ', 'Manewada Road', 'Noida']
['Dr. Yogesh Pise', '12', 'Homoeopath', '500', '96% ', 'Dharampeth', 'Noida']
['Dr. Prachi S Ratnaparkhi', '27', 'Ayurveda', '200', '100% ', 'Sakkardara', 'Noida']
['Dr. Ratna Chopade', '23', 'Dentist', '500', '100% ', 'Dighori Naka', 'Noida']
['Dr. Vineet Ashwinbhai Karia', '23', 'Dermatologist', '500', '100% ', 'Nandavan Colony', 'Noida']
['Dr. Prashant Digarse', '9', 'Homoeopath', '600', '88% ', 'Laxmi Nagar', 'Noida']
['Dr. Neha Vele', '16', 'Ayurveda', '500', '80% ', 'Manish Nagar', 'Noida']
['Dr. Meenaxi Dani', '14', 'Dentist', '300', '97% ', 'Pratap Nagar', 'Noida']
['Dr. Amol Chaudhari', '14', 'Dermatologist', '1000', '88% ', 'Mahal', 'Noida']
['Dr. Yogesh Kharabe', '6', 'Homoeopath', '800', '98% ', 'Manewada Road', 'Noida']
['Dr. Shraddha Sakhare', '38', 'Ayurveda', '800', '88% ', 'Manewada Road', 'Noida']
['Dr. Amol Chaudhari', '16', 'Dentist', '900', '100% ', 'Dighori Naka', 'Noida']
['Dr. Sonali Shende', '11', 'Dermatologist', '1500', '88% ', 'Ayodhya Nagar', 'Noida']
['Dr. Neha Tembhre', '37', 'Homoeopath', '700', '100% ', 'Besa', 'Noida']
['Dr. Suraj Pise', '33', 'Ayurveda', '1000', '97% ', 'Pratap Nagar', 'Noida']
['Dr. Nitin Awasthi', '19', 'Dentist', '1500', '97% ', 'Civil Lines', 'Noida']
['Dr. Amarsinh Khokle', '29', 'Dermatologist', '1500', '100% ', 'Indora', 'Noida']
['Dr. Ashish G. Kindarle', '22', 'Homoeopath', '800', '100% ', 'Dighori Naka', 'Noida']
['Dr. Amol Shirbhate', '11', 'Ayurveda', '850', '100% ', 'Manewada Road', 'Noida']
['Dr. Ashok Paranjape', '16', 'Dentist', '500', '100% ', 'LIG Colony', 'Noida']
['Dr. Jatin Agrawal', '8', 'Dermatologist', '1500', '97% ', 'Vijay Nagar', 'Noida']
['Dr. Amit Gupta', '13', 'Homoeopath', '700', '100% ', 'Sapna Sangeeta', 'Noida']
['Dr. Rolly Agrawal', '15', 'Ayurveda', '1000', '90% ', 'Vijay Nagar', 'Noida']
['Dr. Ashish Surana', '11', 'Dentist', '1500', '100% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Sumeet Jain', '10', 'Dermatologist', '1000', '99% ', 'I.D.A. Racecourse Road', 'Jamshedpur']
['Dr. Kratika Mishra', '12', 'Homoeopath', '450', '90% ', 'South Tukoganj', 'Jamshedpur']
['Dr. Madhur Navlani', '32', 'Ayurveda', '1000', '99% ', 'New Palasia', 'Jamshedpur']
['Dr. Nidhi Prasad Rai', '9', 'Dentist', '250', '98% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Virag Bhatia', '18', 'Dermatologist', '1000', '96% ', 'New Palasia', 'Jamshedpur']
['Dr. Swati Gupta', '7', 'Homoeopath', '250', '100% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Jeta Buch Y', '12', 'Ayurveda', '500', '100% ', 'LIG Colony', 'Jamshedpur']
['Dr. Pulkit Chaturvedi', '8', 'Dentist', '300', '100% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Arihant Surana', '12', 'Dermatologist', '700', '100% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Kavish Chouhan', '16', 'Homoeopath', '299', '100% ', 'LIG Colony', 'Jamshedpur']
['Dr. Ashutosh Pal', '14', 'Ayurveda', '250', '100% ', 'Indore Manorama Ganj', 'Jamshedpur']
['Dr. J.S. Chhabra', '18', 'Dentist', '300', '100% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Dilip Hemnani', '9', 'Dermatologist', '300', '100% ', 'New Palasia', 'Jamshedpur']
['Dr. Atul Jain', '30', 'Homoeopath', '300', '100% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Anil Soni', '31', 'Ayurveda', '300', '98% ', 'Anurag Nagar', 'Jamshedpur']
['Dr. Sunil Singh Chauhan', '31', 'Dentist', '300', '99% ', 'South Tukoganj', 'Jamshedpur']
['Dr. Sonal Jain', '11', 'Dermatologist', '300', '98% ', 'New Palasia', 'Jamshedpur']
['Dr. Shreyas Bansal', '28', 'Homoeopath', '600', '96% ', 'New Palasia', 'Jamshedpur']
['Dr. Arpit Chopra', '12', 'Ayurveda', '500', '99% ', 'New Palasia', 'Jamshedpur']
['Dr. Vaishali Jati', '13', 'Dentist', '500', '94% ', 'Old Palasia', 'Jamshedpur']
['Dr. Ashish Kumar Gulati', '7', 'Dermatologist', '500', '99% ', 'LIG Colony', 'Jamshedpur']
['Dr. Arpit Gupta', '8', 'Homoeopath', '300', '98% ', 'Rajendra Nagar', 'Jamshedpur']
['Dr. Rushi P Vyas', '13', 'Ayurveda', '500', '99% ', 'South Tukoganj', 'Jamshedpur']
['Dr. S. Faujdar', '14', 'Dentist', '500', '99% ', 'Old Palasia', 'Jamshedpur']
['Dr. Yogendra Singh', '12', 'Dermatologist', '350', '100% ', 'Sukhliya', 'Jamshedpur']
['Dr. Anand Prakash Verma', '26', 'Homoeopath', '1000', '100% ', 'Vaishali Nagar', 'Jamshedpur']
['Dr. Pronab Haldar', '7', 'Ayurveda', '1500', '100% ', 'Sapna Sangeeta', 'Jamshedpur']
['Dr. Ajay Chauhan', '18', 'Dentist', '1500', '100% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Abhinav Tiwari', '12', 'Dermatologist', '750', '100% ', 'Yashwant Nagar', 'Jamshedpur']
['Dr. Hakim Sadiq Husain Saifee', '33', 'Homoeopath', '1500', '100% ', 'Rajwada', 'Jamshedpur']
['Dr. Divya Naik', '18', 'Ayurveda', '1500', '50% ', 'Vijay Nagar', 'Jamshedpur']
['Dr. Gargi Shrivastva', '23', 'Dentist', '2000', '100% ', 'Yashwant Nagar', 'Jamshedpur']
['Dr. Sandeep Shah', '13', 'Dermatologist', '1000', '99% ', 'Old Palasia', 'Jamshedpur']
['Dr. Satish Agrawal', '22', 'Homoeopath', '1000', '100% ', 'Sapna Sangeeta', 'Jamshedpur']
['Dr. Amit Hardia', '13', 'Ayurveda', '1200', '100% ', 'Navlakha', 'Jamshedpur']
['Dr. Virag Bhatia', '12', 'Dentist', '1500', '100% ', 'New Palasia', 'Bhilai']
['Dr. Gagan R Jaiswal', '19', 'Dermatologist', '1500', '100% ', 'Vijay Nagar', 'Bhilai']
['Dr. Deepti Surana', '17', 'Homoeopath', '500', '97% ', 'Vijay Nagar', 'Bhilai']
['Dr. Amit Bhardwaj', '11', 'Ayurveda', '2000', '93% ', 'South Tukoganj', 'Bhilai']
['Dr. Shivani Bhardwaj', '21', 'Dentist', '3000', '100% ', 'South Tukoganj', 'Bhilai']
['Dr. Shradha Jaiswal', '19', 'Dermatologist', '800', '98% ', 'Vijay Nagar', 'Bhilai']
['Dr. Khushboo Doshi Jajodia', '36', 'Homoeopath', '3000', '100% ', 'Indore Kanadia Road', 'Bhilai']
['Dr. Madhur Jajodia', '12', 'Ayurveda', '2500', '100% ', 'Indore Kanadia Road', 'Bhilai']
['Dr. Tanya Bhatia', '12', 'Dentist', '1000', '100% ', 'New Palasia', 'Bhilai']
['Dr. Snehal Mhaskar', '13', 'Dermatologist', '2500', '100% ', 'Pipliyahana', 'Bhilai']
['Dr. Sanjay Khare', '34', 'Homoeopath', '300', '100% ', 'Chhavni', 'Bhilai']
['Dr. Zainab Safderi', '13', 'Ayurveda', '500', '100% ', 'Sapna Sangeeta', 'Bhilai']
['Dr. Deepak Mohana', '37', 'Dentist', '400', '99% ', 'South Tukoganj', 'Bhilai']
['Dr. Sanjay Pancholi', '14', 'Dermatologist', '750', '98% ', 'Anoop Nagar', 'Bhilai']
['Dr. Sanjay Dubey', '14', 'Homoeopath', '400', '84% ', 'Indore Manorama Ganj', 'Bhilai']
['Dr. Ginni Chhabria', '8', 'Ayurveda', '1000', '100% ', 'Old Palasia', 'Bhilai']
['Dr. Monika Patidar Choudhary', '22', 'Dentist', '400', '98% ', 'Annapurna Nagar', 'Bhilai']
['Dr. Parikshit Sharma', '22', 'Dermatologist', '200', '86% ', 'Vijay Nagar', 'Bhilai']
['Dr. Atika Agrawal', '19', 'Homoeopath', '300', '100% ', 'Usha Nagar', 'Bhilai']
['Dr. Atishay Bukharia', '39', 'Ayurveda', '300', '100% ', 'Kalani Nagar', 'Bhilai']
['Dr. Ritesh Agrawal', '11', 'Dentist', '500', '63% ', 'Old Palasia', 'Bhilai']
['Dr. V. P. Bansal', '28', 'Dermatologist', '1500', '100% ', 'New Palasia', 'Bhilai']
['Dr. A.K.JAIN', '13', 'Homoeopath', '1600', '90% ', 'Khatiwala Tank', 'Bhilai']
['Dr. Yamini Ramesh', '41', 'Ayurveda', '900', '94% ', 'Old Palasia', 'Bhilai']
['Dr. Nitu H Khatwani', '12', 'Dentist', '1500', '96% ', 'Annapurna Nagar', 'Bhilai']
['Dr. Kaushlendra Verma', '14', 'Dermatologist', '1500', '96% ', 'Indore Manorama Ganj', 'Bhilai']
['Dr. Vishal Gangrade', '21', 'Homoeopath', '3100', '99% ', 'Vijay Nagar', 'Bhilai']
['Dr. Shreyance S. Parakh', '13', 'Ayurveda', '1500', '67% ', 'Indore GPO', 'Bhilai']
['Dr. Amit Jain', '12', 'Dentist', '1500', '100% ', 'Indore Raj Mohalla', 'Bhilai']
['Dr. Jai Kukreja', '14', 'Dermatologist', '1100', '91% ', 'Old Palasia', 'Bhilai']
['Dr. S. C . Kaushal', '25', 'Homoeopath', '750', '95% ', 'Dewas Naka', 'Bhilai']
['Dr. Santosh Mukherjee', '24', 'Ayurveda', '300', '100% ', 'Vijay Nagar', 'Bhilai']
['Dr. Rajendra Kapse', '15', 'Dentist', '700', '97% ', 'Indore', 'Bhilai']
['Dr. S.B.Gautam', '11', 'Dermatologist', '500', '97% ', 'New Palasia', 'Bhilai']
['Dr. chetan jain', '14', 'Homoeopath', '300', '86% ', 'Sanvid Nagar', 'Bhilai']
['Dr. Om Prakash Dubey', '13', 'Ayurveda', '400', '100% ', 'Old Palasia', 'Bhilai']
['Dr. Nidhi Gupta', '38', 'Dentist', '300', '99% ', 'Old Palasia', 'Warangal']
['Dr. Deepika Bais', '13', 'Dermatologist', '500', '96% ', 'AB Road', 'Warangal']
['Dr. Somendra Mishra', '21', 'Homoeopath', '1000', '96% ', 'Rajendra Nagar', 'Warangal']
['Dr. C.S Choudhary', '14', 'Ayurveda', '200', '97% ', 'Nanda Nagar', 'Warangal']
['Dr. Ankit Khasgiwla', '15', 'Dentist', '500', '100% ', 'Indore Tukoganj', 'Warangal']
['Dr. Sandesh Jain', '11', 'Dermatologist', '500', '94% ', 'New Palasia', 'Warangal']
